;Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Amazonas (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Ancash (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Apurimac (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Arequipa (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Ayacucho (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Cajamarca (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Callao (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Cusco (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Huancavelica (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Huánuco (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Ica (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Junín (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - La Libertad (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Lambayeque (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Lima Metropolitana (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Lima provincias (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Loreto (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Madre de Dios (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Moquegua (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Pasco (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Piura (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Puno (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - San Martín (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Tacna (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Tumbes (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Ucayali (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Total (millones de soles)
1/07/2006;1.10610852;23.94560845;1.11906426;73.9235985;1.66244914;6.90794272;179.6170005;45.42894065;1.05239774;1.56136699;15.85243232;14.87044112;40.26786546;15.75799462;2668.452873;11.72974488;9.24012287;1.80748363;4.02120219;1.65222444;46.91990785;6.70981683;3.84919928;8.07177223;1.91533067;14.93573302;3202.378622
1/08/2006;1.09246323;13.74661045;1.33307439;74.70879026;1.79512122;7.07017409;167.1455184;60.71881009;0.83891822;1.80397555;14.63639459;15.17486531;42.94317814;15.85000787;2322.05293;11.03370393;9.71271564;2.25759459;2.42388254;1.90731969;47.73718406;6.29349893;4.16156789;8.07782304;1.99276686;15.25941708;2851.768306
1/09/2006;1.02006563;13.65148757;1.37062821;66.46246938;1.68108519;7.13007443;142.9904243;49.26257429;0.82322709;1.8714086;14.39203831;16.30446268;38.73157781;13.9324884;2308.943159;10.5503292;9.87990357;1.99112936;2.50058798;1.72480215;45.69384014;6.58276231;4.24984098;8.32079362;1.98907121;14.32485397;2786.375085
1/10/2006;0.97582923;13.220454;1.27427344;70.11014328;1.73811396;7.1754473;264.7764465;51.32772195;0.80884979;1.94809406;15.46399155;15.46920866;40.0302511;15.19192536;2359.731354;9.25202214;11.01502609;2.00897686;2.5920122;1.65148763;40.82298087;5.78685287;4.147486;8.1319176;1.99617156;14.88125724;2961.528295
1/11/2006;1.30853008;11.95439322;1.43978244;71.28842839;1.82308697;7.76361263;313.9819697;47.72970235;0.92920981;2.06132163;17.14740887;17.68819863;38.75799959;15.3178759;2300.861149;10.78004113;10.74165096;1.84164184;2.7092503;1.70979851;50.36944981;5.79662421;3.96869108;8.26402723;2.0388609;16.95482522;2965.227531
1/12/2006;1.20429077;19.33281062;1.4960833;69.32703699;1.92225723;8.92462775;252.0345353;37.06427378;0.97900584;1.93943971;16.2241648;17.57051095;44.31558985;20.42875596;2453.660112;13.2897351;10.86411189;2.17255252;3.81304148;1.96077674;44.4165078;5.64933335;5.17374795;8.74416638;2.53779645;17.41730685;3062.462572
1/01/2007;1.18485099;25.18514035;1.67905559;80.09915728;2.41347722;9.78908928;256.0868071;66.77440303;1.03942907;2.26339539;18.29358229;17.17844092;48.62463038;18.57976758;2789.602123;11.18905977;11.80126561;1.99857397;5.60248883;2.01778005;53.55352932;6.05370543;3.91824798;10.82221417;3.17755633;19.91226076;3468.840032
1/02/2007;0.89667082;12.59031454;1.5098584;46.34620072;2.1462782;6.09810459;165.0825666;29.67209735;0.87095088;1.69202086;14.61874007;17.41832481;44.07541236;13.69710889;2123.428823;9.78883788;10.14206581;1.59986724;3.50458925;1.80425161;43.93047358;4.70293533;3.70548202;7.0291213;1.86469575;13.21213536;2581.427927
1/03/2007;1.0416255;14.97022066;1.34465937;94.86404194;1.69029181;7.91191963;172.1538785;29.78774759;0.7646901;2.22666564;15.28009008;18.75479864;48.67994268;14.85040627;2753.588611;11.68947452;12.55947954;1.98548152;3.93582223;1.61722998;146.7669897;5.56113736;3.86582196;8.5672223;2.56523275;15.64785194;3392.671333
1/04/2007;1.41711431;39.7772768;2.38772542;85.15277757;1.9982506;9.35327963;291.7826895;215.3921224;1.0018151;2.27004721;26.52222715;29.845658;64.87937642;16.38615186;5747.605381;14.36251903;20.6587814;2.81777568;5.15563664;2.20682753;66.85046457;5.92682918;4.34600926;11.26883755;2.43184494;18.92696553;6690.724384
1/05/2007;1.33804381;18.03282393;1.25784618;71.88029203;1.48301995;7.37479533;202.866027;50.98613078;0.68713615;2.04226744;18.80691397;15.78400532;40.76420784;15.1184948;2649.662885;12.15001925;12.81863357;2.11896441;14.03323222;2.10398729;53.81684983;5.64685751;3.61638654;7.99150372;2.23561802;16.53511354;3231.152056
1/06/2007;1.43867821;31.11334982;1.0810626;65.39064957;1.47158874;8.32854643;216.5511343;35.15213009;0.90528724;1.80103944;20.10417935;18.40479277;48.44056795;18.48930079;2745.534256;12.52899018;12.89884863;1.71282133;5.70835028;1.57298419;57.64628364;5.02600185;3.77951301;7.92008099;4.38541034;14.3953248;3341.781173
1/07/2007;1.51460324;26.21397392;1.30251398;97.12932572;3.25597365;8.87701662;187.3931089;41.99779187;0.80764596;1.99029837;19.91068372;18.07771673;45.74370776;16.90289955;2808.256808;14.10865156;12.96861655;2.86889183;5.07145415;1.88456475;61.22562793;5.57665573;3.11550644;7.44769988;2.45361222;17.90845247;3414.003802
1/08/2007;1.61570957;19.17315403;2.04332607;102.0050451;1.72650633;10.91548754;250.9229081;44.63219311;0.93423288;1.98212007;14.32603289;18.10375514;44.76272165;16.79527286;2905.403657;10.48113739;13.8753072;2.65609276;3.30881532;2.49608887;57.0143581;7.11318556;3.83316097;7.87190315;2.24653492;18.03725979;3564.275966
1/09/2007;1.37422156;18.58137646;1.3785018;82.95284114;1.6871709;9.50399364;193.046312;78.90668037;0.9492782;2.08396915;12.44471072;19.46961544;45.89793702;14.09899758;2727.494951;9.60078516;12.95918747;2.03478653;2.60436253;1.91335946;55.57014988;6.29906131;4.06893459;8.4454538;1.96907494;16.33059529;3331.666308
1/10/2007;1.0902878;18.51841711;1.31257874;98.76713926;2.29499729;8.84739144;190.4677476;44.36505105;0.95535232;2.10415181;19.22505403;23.65064972;46.60858222;15.38525717;2860.576202;10.76148397;13.84922605;2.53421066;2.62146374;2.00488025;63.77536384;6.70037775;4.12386041;8.82477143;1.78766645;16.30262263;3467.454787
1/11/2007;1.04665895;21.60577714;1.35712767;73.11588148;2.65247382;9.35572975;244.9950555;95.30177758;0.79456504;2.30736233;31.78872705;21.68488375;44.98843372;16.15643414;2847.565894;9.67936799;12.59365731;2.27274454;2.4074481;24.53009823;67.48778163;6.76480986;5.31626217;8.13621538;2.21496231;16.69874599;3572.818875
1/12/2007;1.94726027;24.2360395;1.5148601;147.6794559;2.20041022;9.05953492;228.3334758;56.46009435;0.91543291;2.46089913;17.69071131;19.21141803;46.22397217;16.73726723;2836.395612;10.96183145;13.33708424;2.1209033;4.83878859;2.48830363;71.58024874;7.62763644;4.34036999;9.51499064;2.4809835;19.27608484;3559.633669
1/01/2008;1.31176617;20.88541201;1.83431355;81.83052375;2.95940451;10.14551456;261.8912686;88.86143417;1.36609152;2.98022724;23.96334732;22.56898023;56.32487545;22.05909334;3311.011057;15.43641415;16.2447253;2.42811704;5.53621747;5.31878867;73.69440477;8.02253247;6.58384361;12.22287233;2.88860439;24.800692;4083.170522
1/02/2008;1.45863083;15.95641066;1.36887371;73.34164011;1.92483251;8.72808963;185.8500208;32.52701084;1.08998028;2.38635526;15.31440812;19.71559134;44.81347923;17.187622;2673.177413;10.47377695;13.43350279;1.99208591;3.28584839;2.01216019;63.35630611;7.31461175;4.73690122;9.45852348;2.18371155;15.07115147;3228.158938
1/03/2008;1.23967998;18.93180769;1.28857972;109.3467445;2.13023157;10.23041776;190.4095208;53.35004544;0.94297961;2.56979703;18.12931686;22.24480255;55.3344834;21.69113203;3148.744334;10.66512381;14.96186459;2.56189386;3.58458751;2.45617027;98.5296814;7.02271983;5.47191265;11.90888004;2.10986027;15.28156078;3831.138128
1/04/2008;1.23817084;26.12441868;1.42640777;525.2672759;3.18876682;12.80525566;308.2564981;102.1571302;1.12895961;2.78996096;49.08879141;30.3744227;57.24825323;19.79273944;4536.520524;13.33550126;20.58716389;2.74784216;4.49241463;8.58318666;92.82385693;8.00569147;12.01063192;14.11306739;2.3556787;16.98140545;5873.444016
1/05/2008;1.04401533;18.57249103;1.59947763;129.8077478;2.03712898;8.3830153;189.5238522;20.58756857;0.98412884;2.24758561;20.76753416;20.57995643;42.4448727;18.27898147;3059.150012;11.80954769;15.01917446;2.00745794;5.56805331;1.96089885;76.31343424;6.23949248;5.64839649;9.1087535;2.24109109;16.10921769;3688.033886
1/06/2008;1.06955328;19.66890838;1.27195548;221.7973822;2.1648085;11.12520822;183.2149707;24.67182662;0.93894155;2.20562629;23.1814494;19.96697649;63.84876525;20.89075271;3038.496424;13.13377958;13.54595351;2.40457126;4.47679087;2.2273214;83.65842134;6.82757288;6.39708784;9.07691958;2.30583691;15.91779102;3794.485596
1/07/2008;1.27977909;19.74417852;1.4161021;154.8001822;2.1166158;11.28283884;146.3019109;62.86472;1.07451778;2.58563467;26.02389392;19.88483118;49.28842251;20.66358743;3220.789566;11.58623609;13.90693502;2.45108065;4.19162327;2.61892414;89.72170184;6.58333986;6.77093207;9.76712098;2.36778262;14.45552682;3904.537984
1/08/2008;1.39776922;20.36762515;1.4286848;133.7563671;2.36549381;10.78392827;165.6080138;48.1751833;0.95828491;2.7990574;28.39868074;20.08814155;52.6605134;18.76697894;3035.25335;10.88242176;13.4751076;2.65345961;3.18061391;2.38939365;93.74779702;7.24268935;6.83434192;9.56780934;2.49416374;16.71571443;3711.991585
1/09/2008;1.09898463;20.59296307;1.69270771;144.5667415;2.57669928;13.08694612;234.1423286;51.77241411;1.35566301;2.96597917;27.19309244;22.25833176;51.3172602;19.70117596;2994.672094;15.98681132;14.77779242;2.99468364;3.14984221;3.03688551;94.34346845;6.91766923;6.88541645;9.78623218;2.32046305;18.46988763;3767.662534
1/10/2008;1.5081996;20.53815512;1.43999101;172.6658593;2.46634229;13.60202039;148.5421115;61.23436367;1.34860864;2.75135306;28.93262022;23.48441481;56.90451782;22.90308624;3094.250051;10.00411955;15.96411149;2.8405167;3.50722933;2.59405153;82.42972745;7.53157225;6.8126323;8.42540022;3.03265942;17.52564318;3813.239358
1/11/2008;1.25722018;17.60030267;1.31680734;74.70585808;2.61979073;11.93863755;188.589552;38.78513839;1.20576203;2.5434784;36.02109267;19.97559146;50.82309843;20.04054;2899.383589;11.66691692;14.51224521;2.66531797;3.29010214;2.49957808;67.57021036;7.85106038;6.88823518;8.57536728;2.2845824;17.34701754;3511.957093
1/12/2008;1.20413401;19.26937285;1.83842575;76.05462921;2.56357835;13.33752337;269.3687938;33.66213475;1.33980088;2.98586631;28.44277003;22.51933582;56.42299539;20.37018568;3055.840784;11.40737753;14.79068518;2.99805213;3.54937428;2.39824001;60.63659802;7.79561404;6.8331616;10.87583271;2.5907599;19.54067074;3748.636696
1/01/2009;1.40046901;21.48930892;1.53835139;91.92504125;3.21837991;13.33935693;208.569989;33.01098479;1.51472828;3.16427951;43.41192755;25.76251185;79.00353208;24.4328397;3292.600978;12.72752966;17.50723549;3.14992508;5.32805619;5.3925897;65.30657303;9.36100803;6.87070967;11.93608848;2.85080237;14.25101677;3999.064213
1/02/2009;0.99947782;14.75964808;1.14811185;73.45011708;2.77020958;9.63056286;209.6797811;22.73170878;1.67157418;2.6470588;26.7661748;20.08929448;52.73009018;22.00618675;2553.033316;10.8567846;11.34001444;2.85242533;3.36241273;2.50457312;58.00288154;9.29143889;6.50862989;9.09345936;2.51251465;16.73468388;3147.17313
1/03/2009;1.54817577;16.57472642;1.51769048;79.45476252;2.61981588;11.39307685;247.415426;23.2931567;1.31420196;3.10182534;24.2320323;19.97896081;48.14827747;23.64615067;3209.358301;11.79475179;14.65875464;3.3731708;6.87467401;2.29994004;67.71133528;10.49541794;8.28105524;9.95886618;2.61969301;15.39912124;3867.06336
1/04/2009;1.84680899;15.72059893;1.72147251;436.3430412;2.77722113;13.0805931;275.4357025;62.61196736;1.36618767;2.95265481;42.28101993;26.15676183;60.11601971;24.57328336;4169.7651;19.35589852;28.54536422;3.03473593;4.03687497;2.38710493;71.77685522;20.88460369;10.55666175;15.34528696;2.53729848;18.7405905;5333.949708
1/05/2009;1.12851316;14.85082284;1.39280611;79.83593223;2.24265202;11.02903129;238.3720907;27.12682322;1.2750903;2.44387931;23.0247672;14.71189824;52.4361112;20.27171256;2770.01428;15.11213476;14.24325116;2.69151034;4.23381912;1.6751822;57.17068318;13.7973157;5.95705708;9.5398827;2.37096839;15.0527937;3402.001008
1/06/2009;1.13061603;18.29954236;1.51695319;87.51924456;2.14159576;9.46591605;277.4468135;22.31713809;1.13662481;2.57118886;45.25371467;17.92334458;56.78950595;24.46208601;2726.394647;12.99215137;13.07447586;2.70540917;5.11195725;2.0484915;67.03061663;10.33653763;6.14121636;9.39052079;2.06244739;15.56450744;3440.827263
1/07/2009;1.26266546;13.05704326;1.51633809;128.4030471;2.20069819;10.94508308;201.1359636;21.89627551;1.15732039;2.46336457;28.30074216;19.88570423;58.96488657;21.68057116;2773.195447;13.47627322;15.32858533;2.47204807;3.24162856;1.94990664;69.59871962;10.64546066;6.47803916;10.64657667;2.43761927;16.89632283;3439.23633
1/08/2009;1.47655115;16.36131365;1.78024267;72.46189331;3.25629954;13.36353572;195.5545958;24.97438841;1.22646683;2.88717955;37.49055684;22.26799602;50.14009103;22.05325459;3007.347666;14.43835667;14.0755174;2.94166585;3.40331602;2.85315839;65.48846448;10.77252368;7.5650058;11.04398443;3.03255295;21.23530194;3629.491878
1/09/2009;1.26376746;14.2203753;1.64365333;91.66744341;2.77433375;10.32520899;165.3582763;23.33387512;1.66294537;3.0445954;39.19313719;23.15943798;53.34849074;21.67579829;2906.431278;13.86087977;14.63604314;2.9031975;3.54407696;2.16031187;64.67650879;10.40305399;6.60496661;9.96341505;3.89842892;17.89399655;3509.647496
1/10/2009;1.26891362;13.24240341;1.75072537;73.14390138;2.54972277;10.26631102;230.2423571;39.40723267;1.23761564;2.74144812;39.11029544;23.5951144;52.12717448;22.10508776;3115.449537;14.76646394;13.4940807;2.68804749;4.20873309;2.48433196;56.22916737;13.40862899;6.83346755;11.91068104;2.15648315;18.36541005;3774.783335
1/11/2009;1.60719983;17.74300931;1.5126975;101.1424334;2.93308318;10.23053841;211.6944922;47.04324347;1.26315371;2.75460958;37.30971872;22.48151166;60.37665145;20.37716456;3173.320803;13.52719378;15.86041153;2.82833273;2.93740829;2.07330297;62.18318381;10.89023736;8.42925116;10.70250742;2.91258593;19.42900591;3863.563731
1/12/2009;1.61203139;20.23275185;1.81018949;112.5007254;3.35500996;11.5635298;199.4801776;56.42192618;1.37853045;3.05109195;36.5424488;25.02372523;59.18439874;25.60880148;3286.585443;17.76765296;15.5339416;3.07891632;4.98182173;2.66157884;67.60455256;10.94531574;8.18549396;11.63781383;3.7052418;23.22268083;4013.675791
1/01/2010;1.48799331;20.13761976;2.03200469;94.21466362;3.66393751;15.20463664;241.6290093;88.605208;1.62573865;3.50421816;50.53250237;24.93451754;93.69765572;29.78267128;4053.741957;15.98216448;16.47811322;3.13435267;6.05544677;2.52223301;81.09094707;12.79462605;7.58443176;13.422948;3.46654084;24.67879519;4912.004933
1/02/2010;1.08843048;14.64167558;1.51233548;84.8888908;2.84357355;9.73156171;150.7566802;47.38549745;1.10660539;2.90239002;22.57088064;21.12381434;64.06608023;24.04377276;3103.766189;11.27744925;12.600339;2.51947195;3.36974158;2.01302862;70.41330566;10.79764969;7.0169418;11.29238606;3.80254563;17.33222796;3704.863465
1/03/2010;1.30767906;18.26691476;1.62389519;94.25136737;3.20484624;11.79853313;220.9123573;51.97519315;1.48882437;3.10776242;22.01522364;24.41757096;81.39418261;25.9623145;3803.309962;17.96407059;43.64892113;2.83804391;6.27124386;2.47181411;103.8815092;10.35938639;8.04297424;11.82229844;3.25896087;18.71587917;4594.311729
1/04/2010;3.87971424;20.96291754;1.61782345;374.9945396;3.26653345;12.5071681;343.7743893;117.1419391;1.52325695;3.32132957;31.08114854;21.49264343;75.52052259;26.42355673;5347.992147;19.14898303;23.63817027;3.51415896;3.93167488;2.49772293;98.97041327;22.84566822;9.92951243;15.65793425;3.9517807;25.71784831;6615.303497
1/05/2010;1.73388305;19.16875667;1.62836394;133.3425181;2.27782725;9.38324013;198.0565095;36.39844666;1.52137131;2.75467457;20.73706611;19.47876265;63.0979206;20.50677401;3397.847511;15.16596196;14.94837744;2.65570276;3.30371516;1.73768339;74.76702914;13.46985879;6.69812357;10.17364244;2.83693742;18.96321112;4092.653869
1/06/2010;2.16287797;20.75599184;1.53143053;103.2816965;2.38096216;10.37516258;198.7947684;43.59246271;1.53746442;3.04559378;25.93348396;18.77203892;62.92849403;30.53269411;3306.909726;17.32966205;14.6020428;3.43728832;8.26868471;2.36129812;83.15258167;12.71604671;7.74051816;11.74230022;2.77886639;20.13863152;4016.802769
1/07/2010;2.86947952;20.15055909;1.71603933;178.4832597;2.99483232;11.94560499;243.2640913;37.67035634;1.21363254;3.12266441;25.86282393;19.01562224;59.40333681;29.76104725;3428.733162;19.04530421;15.33409542;3.22004051;4.54615748;2.80083139;74.68625888;14.31813014;7.5039427;10.1434201;3.3758194;21.31595282;4242.496465
1/08/2010;1.92928721;16.97317656;2.02212596;130.9634436;2.91127705;10.24751429;235.9050838;35.97281506;1.37423636;3.30685062;24.25132929;21.18882209;61.59772883;23.17586348;3345.221889;17.79882181;17.36809953;3.6375079;3.50765301;2.27391834;63.32158307;12.60321301;8.46826611;10.6499322;2.98414896;21.66048056;4081.315067
1/09/2010;2.65804493;16.74841115;2.34701169;121.940323;3.32870058;11.30745814;240.9076564;43.8326861;1.463261;4.02252972;25.38337102;25.36973649;66.62798062;26.32967556;3266.524185;14.99532549;16.40158453;3.54833101;3.29741491;2.58527907;70.45875596;12.27744415;8.78801646;10.95299748;2.70544805;19.98959997;4024.791228
1/10/2010;1.51994239;15.85714775;1.90909674;146.5091545;2.97746761;12.94827214;264.8431284;33.83623911;1.63261497;3.96628973;29.15017407;24.28670207;68.63357506;24.62485794;3613.043209;13.19679807;17.51491716;3.81371015;3.88374177;2.89409649;64.98501123;11.84043944;7.23786046;13.05966336;4.22666666;21.77685155;4410.167628
1/11/2010;1.69657015;17.39492645;2.45425043;149.3899263;3.8101268;14.42422004;200.1358943;32.63016354;1.96578588;4.03465557;26.99813176;26.0336023;59.98067253;29.84005148;3552.338315;18.6044138;15.99986983;3.77163931;3.90872213;3.4831532;69.28878335;13.66099964;7.29218044;12.74572287;2.65158365;22.77271331;4297.307074
1/12/2010;1.67943065;19.19073388;2.95720687;232.3969052;4.08277075;12.81955024;176.7572097;39.02376761;1.55106755;4.62726091;29.89378651;23.45758876;80.59866757;27.05999585;3696.487019;15.99213245;18.42420762;3.8030696;5.1812962;3.66250488;69.29184134;13.30329725;7.34422723;12.20187123;3.05049718;23.86706645;4528.704972
1/01/2011;1.9556151;21.78459676;2.85490473;178.4560971;5.18921843;14.88933945;335.6150285;57.05458891;2.14570356;5.2876395;33.64082677;25.44044682;74.78058572;32.98499855;4688.367163;14.40317321;17.92626661;3.89261367;5.16883798;3.38238875;84.44628053;17.49522796;9.12442755;14.60039425;4.32927375;28.76107858;5683.976716
1/02/2011;1.3047059;14.45839194;2.22088483;181.7708911;2.99182275;12.09826826;206.081622;37.41692366;1.28093346;3.32197789;24.74549115;24.53104066;63.95998733;28.17836323;3496.264856;16.22220199;13.56124966;3.09633874;3.87924685;3.06890037;85.74389121;12.459258;7.43005978;11.8701012;3.61720145;18.89775016;4280.472359
1/03/2011;1.17351545;17.39433152;2.22865901;198.6204173;2.77295714;13.7505172;246.2612786;39.15703651;1.21383909;4.11431919;47.68951795;25.06295274;102.5196829;29.92298217;4945.925387;19.55852461;37.10906994;3.62436325;7.30281281;3.45236864;111.3583189;15.95701153;9.16734552;15.15008166;3.47618368;19.65065825;5923.614132
1/04/2011;1.57156273;19.41410043;1.78237642;655.4243896;3.11941612;15.46338885;386.5370268;167.6284415;1.6029202;3.90840012;31.31596598;32.85038488;131.4169624;33.28129518;6186.453591;17.28378122;31.60789339;3.61157971;3.78472904;2.83114216;76.64183944;17.87872192;11.27300297;15.5984222;3.69719325;24.0155437;7879.994071
1/05/2011;1.05832854;21.2692937;2.02161117;182.6018205;2.54064068;13.221286;235.3427084;53.46928415;1.34205578;3.7533666;33.39803115;21.48335025;72.76648317;32.78517808;3850.211349;19.97478512;20.35937434;3.60391301;7.75699174;2.68412244;89.37751643;13.61199899;8.37444313;12.04119701;3.06008084;19.7351558;4727.844366
1/06/2011;0.98565775;19.00397582;1.96010749;200.5199941;2.97408456;12.86813848;234.7125292;45.44154248;1.10262327;3.63857836;28.35849403;23.93311096;72.65852637;30.13905736;3979.949978;15.64886317;19.39356439;3.33365123;5.83640076;2.59266449;87.27444718;13.31288779;8.42466853;10.51115837;2.99782753;21.46247659;4849.035008
1/07/2011;1.2824027;17.82490186;1.75974497;232.6770194;2.95197715;14.28497151;209.2596034;51.81043005;1.08857326;3.58913657;27.55099918;20.72666788;70.77774517;28.61142994;4062.454903;15.98000855;19.47785797;3.65280783;6.7135889;2.90971426;77.52732853;13.90058211;8.86349522;11.11878074;3.04304145;24.43579333;4934.273505
1/08/2011;1.3340679;20.52852137;2.64142541;203.3893258;4.57880347;16.10676002;256.4712957;38.60253409;1.85709317;4.06887183;28.67882509;29.67882866;95.16793558;31.3664755;4351.312408;18.59313332;18.24842626;3.78800884;8.25405169;4.48479993;78.84811285;12.89308521;8.82365898;11.79915959;3.60938055;21.83005479;5276.955044
1/09/2011;1.37414006;17.87201652;2.28941213;197.104492;3.30870016;17.91847215;191.0270349;38.45455949;1.70511902;4.24375634;33.85413378;27.77658981;78.7322259;29.64929985;4235.521621;16.02188973;24.26868104;3.85896167;4.5781753;3.20141235;79.04199264;16.59202871;10.35526756;11.80763915;3.9193418;22.58655258;5077.063516
1/10/2011;1.32740959;19.19670294;2.35162683;214.7374757;3.39831744;18.09812065;242.2858377;39.80813787;1.5818032;4.58618893;34.68777098;25.41208536;71.73530813;29.65062736;4348.33429;18.69817591;20.82453701;3.88426412;5.48300461;3.42169111;70.76811729;15.58895984;10.73802066;11.43681473;3.7034925;22.9425317;5244.681312
1/11/2011;1.55091476;20.3033876;2.61724773;162.711597;3.57213146;17.98651092;237.7431434;41.96105285;1.78462955;4.71443197;29.73160606;27.80781006;93.46562514;37.05885333;4233.725745;15.74000843;19.68803396;3.77501154;4.95498078;3.85567138;71.28062169;16.8730539;10.04907249;13.8964403;3.37573843;22.68368573;5102.907006
1/12/2011;1.49244609;21.71724961;2.75586128;195.7797204;4.32469478;18.31085735;285.9731445;44.16533232;1.89496782;4.63444676;28.82253508;29.37782192;79.38598466;52.86757213;4257.33874;17.10918628;24.47416741;3.50619348;6.38696119;3.36374248;73.57018688;17.05232936;11.23833162;13.20327176;3.33841408;22.77594853;5224.860108
1/01/2012;2.07759189;29.14775541;3.84001493;230.5814548;6.6721939;23.46938513;293.7273715;206.0361528;2.48827171;6.46633916;45.07244507;30.61006345;95.34223982;38.1936308;5404.340296;19.22683569;28.06097695;3.91218204;9.73968572;5.69371508;103.3367733;22.01527025;11.97372045;18.42255983;4.01433647;30.10746064;6674.568722
1/02/2012;1.35032039;21.40613113;2.64806004;154.9796614;4.92088721;16.96326882;246.8632728;43.46478229;1.91369376;4.69716265;36.95750658;30.27046325;89.28715833;32.1554258;4102.248084;14.8874829;19.55608702;4.05329501;4.29083323;5.19464238;80.50301592;17.67010718;10.57581437;11.86404604;3.15019915;21.14862638;4983.020028
1/03/2012;1.89770838;23.67478481;2.41017541;195.8974202;4.46806189;21.02497785;287.2147783;111.4063968;1.75333345;4.99550894;43.98290615;30.98501759;129.4993523;34.99164464;5635.421232;20.30335916;37.53455121;4.33090674;9.27734717;4.75713014;160.0405076;18.86228939;11.69400208;15.4635976;5.10718254;28.52084784;6845.51502
1/04/2012;1.54153331;24.2539875;2.62459227;347.1272444;4.254734;20.43010869;367.3818236;100.91345;2.31006443;4.97578954;40.46617791;30.66679537;119.6285634;34.56798401;7362.729919;20.99458899;25.69978014;4.04667502;6.97872275;4.19155334;113.7343971;18.34539131;14.43148617;21.16934969;3.93320512;27.74984369;8725.147761
1/05/2012;1.99969366;21.14120751;2.76656768;157.2962915;4.00605715;18.07342711;252.033757;46.80936465;1.77111303;4.6116868;39.64909094;24.19493883;86.21477394;29.18833643;4501.721296;16.52132785;27.19126172;3.85198722;5.56425772;3.92046689;80.68394473;16.13909781;11.02157318;13.18877355;4.02486442;22.19103657;5395.776194
1/06/2012;1.91787175;23.58951522;2.67747625;211.9828019;4.32756583;21.84690059;241.5582227;40.18704947;1.9004566;5.56141619;36.77807348;22.22795105;91.13214524;32.67830511;4340.33208;22.23213013;29.28891661;4.1443862;6.38005734;4.52236434;87.61406269;14.97866884;9.91361172;12.26768622;3.62157502;26.96557004;5300.62686
1/07/2012;1.76596313;28.24142903;2.98897365;169.9936694;5.37033706;18.47306115;297.4211331;43.47056458;1.95829494;5.68134203;33.02915699;28.00226235;92.62339678;39.14678138;4857.600311;21.50115226;26.59426782;4.64684673;6.16625804;3.85810526;88.17976961;20.36429028;11.21372719;13.96674737;5.01357273;25.29019777;5852.561611
1/08/2012;2.16949328;27.90379353;3.53758323;167.0135332;4.96034518;23.47179542;275.2601601;45.45303259;2.35206023;5.2638135;40.9184759;35.5878965;102.5585469;37.9192673;4380.143389;20.58496069;26.58286689;4.69887993;7.13176774;4.66740212;79.46163723;18.41096208;11.4460195;12.94027585;4.43286995;25.3060903;5370.176918
1/09/2012;2.0286471;23.09541106;3.57809133;165.0655057;5.60623613;25.17871619;274.7888344;46.87050723;2.32945935;5.93282875;35.65290245;27.9569502;89.64614625;34.55279288;4397.992148;17.33286622;27.10520484;5.02881138;7.15526513;4.66422439;91.28465682;19.55460141;12.51970699;14.10151492;3.59449841;26.46299758;5369.079525
1/10/2012;2.33839527;26.22470608;4.6948637;185.2658535;5.67247552;26.90294907;242.2406132;43.70959488;2.34763784;6.63241933;43.55279579;33.98417564;100.8798923;43.09295736;4685.662899;19.99271404;30.74355149;5.04979021;6.08722615;5.95142499;85.29079218;19.05897526;11.98305696;14.0949004;6.06159707;27.27101306;5684.78727
1/11/2012;2.13559814;26.38933594;4.89465186;215.1312734;6.5524979;29.14883809;285.4139119;49.9024437;1.94087794;7.06934825;42.13700396;28.46171793;128.1049691;42.02500333;4970.449012;18.30545553;29.97959843;5.55099079;8.02207017;8.12312819;105.1078543;20.56378196;19.98284131;14.59547506;4.48379899;26.29800154;6100.76948
